id,group,group_title,owner,priority,name,statement,test_id,test,baseline_id,change,implemented,blueprint_sections,acceptance_status
PM-INTEL-06,Intelligence dan sumber,,Intelligence,P1,Alternative data,"Weather/polling/macro/sports adapters menyimpan source version, timestamp, station/units/timezone dan resolution mapping.",T-PM-INTEL-06,Weather station atau daily window berbeda dari aturan pasar menghasilkan RESEARCH_ONLY.,,NEW,False,6,NOT_RUN
PM-INTEL-07,Intelligence dan sumber,,Intelligence,P0,Catalyst bus,"Event perubahan aturan, pengumuman, polling, observation, jadwal dan anomali pasar meng-invalidasi forecast/feature/intent terkait.",T-PM-INTEL-07,Official update sebelum submit membuat intent lama gagal CATALYST_CHANGED meskipun valid_until belum lewat.,,NEW,False,6,NOT_RUN
PM-INTEL-08,Intelligence dan sumber,,Intelligence,P0,Catalyst durability,"Event bus memakai durable outbox, event_id, event/received time, subject, version, dedupe dan consumer watermark; replay tidak mengeksekusi ulang trade.",T-PM-INTEL-08,Event duplikat/reordered tidak membuka dua intent; consumer lag melewati budget memblokir entry.,,NEW,False,6,NOT_RUN
PM-INTEL-09,Intelligence dan sumber,,Intelligence,P0,Forecast ensemble,Ensemble menghindari menghitung provider yang memakai evidence sama sebagai independen; bobot/calibrator dipin per event class.,T-PM-INTEL-09,"Kegagalan satu model menghasilkan abstain atau versi ensemble tercatat, bukan fallback diam-diam.",,NEW,False,6,NOT_RUN
PM-INTEL-10,Intelligence dan sumber,,Intelligence,P0,Model lineage,"Catat provider, exact requested/resolved model, release snapshot/fingerprint bila tersedia, API version, prompt hash, seed/config, schema dan response hash.",T-PM-INTEL-10,Fingerprint tak tersedia disimpan UNKNOWN; replay berbasis saved response dibedakan dari regenerasi hosted model.,,NEW,False,6,NOT_RUN
PM-GRAPH-01,Market graph dan korelasi,,Intelligence,P0,Relasi bertipe,"MarketRelation menyimpan source/target, type, confidence, provenance, generated_by/reviewed_by, valid_from/to, rules hash dan graph_version.",T-PM-GRAPH-01,Edit relasi membuat versi baru; keputusan lama tetap memakai graph snapshot lama.,,NEW,False,6.1,NOT_RUN
PM-GRAPH-02,Market graph dan korelasi,,Intelligence,P0,Proof constraints,"Mutually exclusive, exhaustive, complement, subset, conditional, temporal, family dan correlation dibedakan; hard constraint memerlukan verified resolution proof.",T-PM-GRAPH-02,Dua outcomes exclusive tetapi tidak exhaustive tidak diberi total payout = 1.,,NEW,False,6.1,NOT_RUN
PM-GRAPH-03,Market graph dan korelasi,,Intelligence,P0,Relation proposal review,"LLM/regex/embedding hanya mengusulkan relasi; normalisasi event-year, candidate, timezone dan resolution authority harus lolos verifikasi.",T-PM-GRAPH-03,Election beda tahun berjudul mirip tidak menjadi same-event hard constraint.,,NEW,False,6.1,NOT_RUN
PM-GRAPH-04,Market graph dan korelasi,,Intelligence,P0,Konservatif saat unknown,Pasar satu event/series dengan relasi belum diketahui memakai conservative risk group; tidak dianggap independen karena graph kosong.,T-PM-GRAPH-04,Dua market dari series sama mengonsumsi group cap yang sama sampai bukti pemisahan disetujui.,,NEW,False,6.1,NOT_RUN
PM-GRAPH-05,Market graph dan korelasi,,Intelligence,P0,Correlation engine,"Pisahkan logical groups dari empirical correlations; model joint payout/scenario, overlapping groups, estimation uncertainty dan time window.",T-PM-GRAPH-05,Korelasi sedikit data tidak menghasilkan diversification credit; losses stress grup diuji bersama.,,NEW,False,6.1,NOT_RUN
PM-GRAPH-06,Market graph dan korelasi,,Intelligence,P1,Structural alpha,"Solver menggunakan payoff matrix semua state relevan, executable leg prices, fees dan non-atomic execution risk; label arbitrase memerlukan proof.",T-PM-GRAPH-06,Gagal satu leg mengaktifkan hedge/unwind budget; peluang tidak disebut guaranteed hanya karena sum prices < 1.,,NEW,False,6.1,NOT_RUN
PM-SIZE-01,Sizing dan exits,,Risk,P0,Sizer terpisah,PositionSizer menghitung raw size dari edge distribution/uncertainty; liquidity/portfolio constraints memperkecil; RiskKernel memberi veto akhir.,T-PM-SIZE-01,"Raw size besar selalu dipotong cap, raw size nol tidak dinaikkan oleh minimum order.",,NEW,False,"8.2, 8.3",NOT_RUN
PM-SIZE-02,Sizing dan exits,,Risk,P0,Sizing numerik,Baseline menggunakan bounded fractional Kelly hanya pada payoff profile teruji; fees/uncertainty/joint exposure memerlukan scenario optimizer atau konservatif abstain.,T-PM-SIZE-02,Kasus fee-free biner cocok rumus; p<=price menghasilkan nol; confidence verbal tidak menjadi multiplier.,,NEW,False,"8.2, 8.3",NOT_RUN
PM-SIZE-03,Sizing dan exits,,Risk,P0,Exit evaluation,"Exit Engine membandingkan net Hold EV, Exit EV dan Reallocate EV dengan bid/depth, fee, time, opportunity cost, liquidity dan risk pressure.",T-PM-SIZE-03,Negative remaining hold value memicu proposal SELL aman walau realized PnL menjadi rugi.,,NEW,False,"8.2, 8.3",NOT_RUN
PM-SIZE-04,Sizing dan exits,,Risk,P0,Exit execution,"Risk-reducing exit tetap tunduk pada verified inventory, price floor, protocol/mode dan unknown state; penutupan hanya dari fills.",T-PM-SIZE-04,Mandat entries expired masih memungkinkan exit yang diotorisasi; CANCEL_ONLY tidak dianggap bisa menjual.,,NEW,False,"8.2, 8.3",NOT_RUN
PM-SIZE-05,Sizing dan exits,,Risk,P0,Capital allocator,"Allocator membagi budget antar strategi menggunakan durable reservations, per-strategy caps dan conflict policy; tidak melakukan internal netting tak terbukti.",T-PM-SIZE-05,Dua strategi berlawanan pada asset sama tidak membuat wash self-match atau melepaskan exposure palsu.,,NEW,False,"8.2, 8.3",NOT_RUN
PM-ECON-01,Ekonomi order,,Strategy,P0,Role dan constraint,EconomicRole MAKER/TAKER terpisah dari post_only boolean dan time_in_force; outcome role aktual diambil dari fill.,T-PM-ECON-01,"Post-only crossing ditolak, tidak dialihkan ke taker tanpa intent dan risk permit baru.",,NEW,False,8.1,NOT_RUN
PM-ECON-02,Ekonomi order,,Strategy,P0,Net economic EV,"Modelkan payout, executable cash flows, taker fee, adverse selection, fill cost, data/AI/infrastructure allocation dan rebate; biaya tidak dihitung dua kali.",T-PM-ECON-02,VWAP yang sudah memakai ask tidak dikurangi spread lagi; counterfactual reference cost diberi label terpisah.,,NEW,False,8.1,NOT_RUN
PM-ECON-03,Ekonomi order,,Strategy,P0,Rebate ledger,"Maker rebate, liquidity reward dan taker incentive terpisah; EXPECTED/ACCRUED/CONFIRMED_PAID dibedakan dan hanya settled cash menjadi buying power.",T-PM-ECON-03,Reward estimate tidak membiayai order; revisi pool mengoreksi estimate tanpa mengubah cash.,,NEW,False,8.1,NOT_RUN
PM-ECON-04,Ekonomi order,,Strategy,P0,Maker inventory,"Maker EV memakai conditional fill probability, adverse selection, queue/cancel latency dan inventory carry; reward farming dibatasi downside risk.",T-PM-ECON-04,Quoting reward-positive tetapi adverse-selection-negative menghasilkan NO_TRADE.,,NEW,False,8.1,NOT_RUN
PM-ECON-05,Ekonomi order,,Strategy,P0,Portfolio performance,"Laporan memisahkan realized/unrealized trading, fees, confirmed incentives, operations cost dan cashflow-adjusted equity.",T-PM-ECON-05,Deposit baru tidak memperbaiki performance/Sharpe/drawdown secara palsu.,,NEW,False,8.1,NOT_RUN
PM-VENUE-01,Mode dan error,,Execution,P0,VenueMode ortogonal,"Modelkan NORMAL, POST_ONLY, CANCEL_ONLY, READ_ONLY, UNAVAILABLE, UNKNOWN terpisah dari SystemHealth dan AccountMode.",T-PM-VENUE-01,System READY + venue CANCEL_ONLY tetap menolak semua new order.,,NEW,False,9,NOT_RUN
PM-VENUE-02,Mode dan error,,Execution,P0,Capability intersection,"Izin final adalah irisan venue mode, account status, protocol, strategy gate, mandate, freshness dan risk state.",T-PM-VENUE-02,Account CLOSE_ONLY di venue NORMAL hanya dapat mengurangi inventory yang dibuktikan.,,NEW,False,9,NOT_RUN
PM-VENUE-03,Mode dan error,,Execution,P0,Restart behavior,"425/restart dapat menolak cancel; POST_ONLY recovery ditentukan observed contract/capability, bukan asumsi urutan timer tetap.",T-PM-VENUE-03,Restart tidak dilaporkan berhasil cancel; semua status yang belum pasti dipertahankan.,,NEW,False,9,NOT_RUN
PM-VENUE-04,Mode dan error,,Execution,P0,Error taxonomy,"Normalisasi RETRYABLE, RECONCILE_REQUIRED, POLICY_BLOCK, VENUE_MODE, PERMANENT_REJECT, AUTH_FAILURE, BALANCE_FAILURE, STALE_DATA, UNKNOWN; simpan raw code.",T-PM-VENUE-04,Unknown 5xx setelah POST bukan retryable submit otomatis; FAK no-match terminal zero-fill dipetakan benar.,,NEW,False,9,NOT_RUN
PM-VENUE-05,Mode dan error,,Execution,P0,Client throttling,"Gunakan deadline-aware queues dan bucket IP/signer/order/cancel; perhatikan server headers dan queued delay, bukan hanya HTTP 429.",T-PM-VENUE-05,Intent menua dalam antrean dibuang sebelum submit; cancel/heartbeat tidak kelaparan karena batch orders.,,NEW,False,9,NOT_RUN
PM-VENUE-06,Mode dan error,,Execution,P0,In-flight uncertainty,"Revalidate sebelum sign/send; deadline abort tidak membuktikan server berhenti. Setelah unknown/throttle, lookup dan quote validation sebelum rencana baru.",T-PM-VENUE-06,"POST timeout 30 detik lalu accepted terlambat tetap satu order yang di-reconcile, bukan retry baru.",,NEW,False,9,NOT_RUN
PM-SEC-01,Batas keamanan,,Security,P0,Signer Vault,"Vault proses terpisah hanya menerima typed SignRequest dengan chain, contract/domain, action, asset/amount, permit/policy hash, nonce/time dan fencing epoch.",T-PM-SEC-01,"Permintaan arbitrary bytes, foreign contract atau stale epoch ditolak; key tidak keluar dari vault.",,NEW,False,10,NOT_RUN
PM-SEC-02,Batas keamanan,,Security,P0,Signer budget binding,"Vault memverifikasi permit authenticator, payload equality, once-only signing budget/idempotency dan policy epoch; tidak percaya field executor tanpa bukti.",T-PM-SEC-02,Executor terkompromi mengubah amount atau meminta dua payload pada permit sama; vault menolak.,,NEW,False,10,NOT_RUN
PM-SEC-03,Batas keamanan,,Security,P0,Sandbox strategi,"Strategi tak tepercaya berjalan non-root dalam OS process/container sandbox dengan filesystem/read-only snapshot, cgroup limits, syscall policy dan egress deny.",T-PM-SEC-03,"Plugin mencoba env, host mounts, sockets dan subprocess; isolation test menunjukkan tidak dapat membaca key atau mencapai venue.",,NEW,False,10,NOT_RUN
PM-SEC-04,Batas keamanan,,Security,P0,Retrieval SSRF,"Fetch gateway menolak private/loopback/link-local/metadata IPv4/IPv6, memvalidasi DNS A/AAAA dan redirects, serta mengunci resolved address/egress.",T-PM-SEC-04,URL redirect atau DNS rebinding ke 127.0.0.1/169.254.169.254/private IPv6 gagal tanpa internal request.,,NEW,False,10,NOT_RUN
PM-SEC-05,Batas keamanan,,Security,P0,Content budgets,"Retrieval membatasi content type, response bytes, timeout dan decompression; parser terisolasi dan tidak menjalankan active content.",T-PM-SEC-05,Zip bomb atau HTML script tidak memperluas resource budget atau mengeksekusi kode.,,NEW,False,10,NOT_RUN
PM-SEC-06,Batas keamanan,,Security,P0,Dependency amputation,"Setiap production image memiliki allowlisted code/import/transitive dependency closure; unrelated exchanges, Solana, messaging, token launch dan install hooks dibuang.",T-PM-SEC-06,"SBOM/import scan menunjukkan package terlarang tidak ada secara fisik, bukan hanya disabled.",,NEW,False,10,NOT_RUN
PM-SEC-07,Batas keamanan,,Security,P0,Service egress,"LLM/retriever/executor/vault memakai jaringan dan DB roles terpisah; vault tidak mempunyai arbitrary HTTP, browser, LLM atau generic shell endpoint.",T-PM-SEC-07,Compromise researcher tidak membuka DB money tables atau sign socket.,,NEW,False,10,NOT_RUN
PM-SEC-08,Batas keamanan,,Security,P0,Key compromise response,"Kill signing, freeze entries, reconcile, cancel bila masih bisa, rotate/revoke API dan owner/session keys sesuai jenis; asset rescue hanya owner workflow.",T-PM-SEC-08,Revocation partial tidak tampil COMPLETE; residual allowances dan orders terlihat.,,NEW,False,10,NOT_RUN
PM-SEC-09,Batas keamanan,,Security,P0,Supply-chain release,"Pin source, lockfiles, SDK integrity, container digest dan reviewed build scripts; runtime tidak memasang package atau model secara otomatis.",T-PM-SEC-09,"Manifest/hash drift memblokir deployment eligible, rollback memerlukan schema compatibility.",,NEW,False,10,NOT_RUN
PM-EXP-01,Eksperimen dan retensi,,Research,P0,Universe logging,"Catat DISCOVERED, ELIGIBLE, REJECTED beserta reason, ANALYZED, NO_TRADE dan TRADED untuk setiap universe scan/cutoff.",T-PM-EXP-01,"Audit dapat menghitung seluruh denominator, termasuk pasar yang tidak menghasilkan forecast.",,NEW,False,"12, 13",NOT_RUN
PM-EXP-02,Eksperimen dan retensi,,Research,P0,Global trial registry,"Simpan semua prompt/model/threshold/strategy trials, parent family, status dan abandoned runs; holdout tidak di-reset diam-diam.",T-PM-EXP-02,Eksperimen gagal yang dihapus dari UI tetap ada pada registry dan trial count.,,NEW,False,"12, 13",NOT_RUN
PM-EXP-03,Eksperimen dan retensi,,Research,P0,Multiple testing policy,"Preregister family, primary metric, valid event-level test dan alpha/looks budget; perubahan policy atau holdout membuat versi baru tanpa menghapus spend lama.",T-PM-EXP-03,Pilih terbaik dari 20 prompt tidak dinyatakan signifikan memakai p unadjusted.,,NEW,False,"12, 13",NOT_RUN
PM-EXP-04,Eksperimen dan retensi,,Research,P0,Tiered retention,HOT raw books rolling 30 hari default; EXPERIMENT pins data/features/decisions/replay selama eksperimen dan 365 hari setelah close; ARCHIVE audit minimum 365 hari.,T-PM-EXP-04,Cleanup HOT tidak menghapus objek experiment pin atau open financial dispute.,,NEW,False,"12, 13",NOT_RUN
PM-EXP-05,Eksperimen dan retensi,,Research,P0,Forensic replay,"Experiment manifest menyimpan data hashes, event cutoff, code/profile/model response, graph/source versions, seeds, environment dan fee snapshots.",T-PM-EXP-05,Replay dari manifest menghasilkan decision inputs sama; provider regenerasi yang beda dilabeli non-identical.,,NEW,False,"12, 13",NOT_RUN
PM-EXP-06,Eksperimen dan retensi,,Research,P0,Reality gap,"Bandingkan simulated vs actual micro-LIVE fill rate, quantity, slippage, latency dan cancellation per profile; uncertainty/sample coverage dilaporkan.",T-PM-EXP-06,"Tidak ada micro-LIVE observasi untuk maker profile berarti calibration NOT_VALIDATED, bukan PASS.",,NEW,False,"12, 13",NOT_RUN
PM-EXP-07,Eksperimen dan retensi,,Research,P0,Independent events,Hitung effective event groups dan uncertainty dari dependence-aware validation; jumlah orders bukan ukuran sampel independen.,T-PM-EXP-07,Seratus fills dari satu election tidak dilaporkan 100 independent events.,,NEW,False,"12, 13",NOT_RUN
PM-EXP-08,Eksperimen dan retensi,,Research,P0,Prospective evaluation,Hosted LLM retrospective result dipisah dari prospective paper/shadow karena training cutoff/alias drift tidak selalu diketahui.,T-PM-EXP-08,Sumber bertanggal sebelum event tetapi diambil sesudahnya tidak membuktikan prospective forecast.,,NEW,False,"12, 13",NOT_RUN
PM-EXP-09,Eksperimen dan retensi,,Research,P0,Promotion evidence,"Gate report mencatat implemented/tested/source-only status, failed/inconclusive tests, costs dan rollback thresholds; tak ada klaim profit terbukti tanpa out-of-sample evidence.",T-PM-EXP-09,Dokumen lengkap saja tidak menaikkan strategy status menjadi LIVE_ELIGIBLE.,,NEW,False,"12, 13",NOT_RUN
PM-FORK-01,Disposition dan spesifikasi,,Platform,P0,Full inventory,"Seluruh blob pinned commit memiliki path, Git hash, SHA256, byte count, subsystem, disposition, rationale, target, review coverage dan acceptance gate.",T-PM-FORK-01,Missing/duplicate path atau byte mismatch menggagalkan inventory coverage.,,NEW,False,"3, 15",NOT_RUN
PM-FORK-02,Disposition dan spesifikasi,,Platform,P0,Promotion per simbol,KEEP tidak berarti bebas audit; ADAPT/REWRITE/QUARANTINE tidak masuk runtime sebelum owner teknis menutup review dan gates; keputusan dapat direvisi dengan history.,T-PM-FORK-02,File STATIC_INVENTORY tidak ditandai security-audited oleh laporan release.,,NEW,False,"3, 15",NOT_RUN
PM-FORK-03,Disposition dan spesifikasi,,Platform,P0,Preservation trace,"Seluruh 53 requirement v1.0 dipertahankan ID-nya atau direvisi eksplisit; 30 koreksi audit terhubung requirement, desain, test dan bukti riset.",T-PM-FORK-03,PM-EXE-01 dan PM-OPS-03 tidak lagi menyatakan private key ada di executor.,,NEW,False,"3, 15",NOT_RUN
PM-FORK-04,Disposition dan spesifikasi,,Platform,P0,Freeze register,"Pisahkan document baseline dari implementation/profile freeze; P0 unresolved contract, semantic review money path atau fault case menghalangi freeze terkait.",T-PM-FORK-04,"NOT_RUN pada signature3, fee bound atau recovery menghasilkan BLOCKED_FREEZE.",,NEW,False,"3, 15",NOT_RUN
PM-FORK-05,Disposition dan spesifikasi,,Platform,P0,Repository branding,"Nama produk, package/service namespaces baru dan dashboard memakai Polyroot; copyright dan provenance CloddsBot tetap dipertahankan.",T-PM-FORK-05,Search artefak release tidak menyisakan Polymarket AI Trader sebagai nama produk aktif.,,NEW,False,"3, 15",NOT_RUN
